File,c,alpha,beta
HP_1,0.140036877457404,0.976647926991419,2.4076207359641
HP_2,0.150231592575077,0.999894299043456,2.4530367640117
HP_3,0.156929459732185,1.00742331536436,2.62307077199958
HP_4,0.138570960029453,0.984590156609076,2.15326775314806
HP_5,0.137905665975655,0.982442300360659,2.15868288243717
HP_6,0.186348794803912,1.04211088357776,3.42307096143264
HP_7,0.117689593288883,0.949991068327256,1.51593342839934
