rank,word,frequency
1477,yours,18
1478,doorway,18
1479,safe,18
1480,doubt,18
1481,lifted,18
1482,dare,18
1483,size,18
1484,binns,18
1485,complete,18
1486,extendable,18
1487,armchair,18
1488,noises,18
1489,warned,18
1490,invisible,18
1491,fifteen,18
1492,extra,18
1493,classes,18
1494,wildly,18
1495,moon,18
1496,gently,18
1497,blankly,18
1498,flat,18
1499,figures,18
1500,becoming,18
1501,galleons,18
1502,jar,18
1503,miserably,18
1504,horribly,18
1505,clean,18
1506,crying,18
1507,sharp,18
1508,cleared,18
1509,scarlet,18
1510,midair,18
1511,dozen,18
1512,road,18
1513,born,18
1514,glancing,18
1515,marchbanks,18
1516,fountain,18
1517,rush,18
1518,marble,18
1519,harder,18
1520,waving,18
1521,knowing,18
1522,fear,18
1523,bleeding,18
1524,lucky,18
1525,horses,17
1526,replaced,17
1527,keen,17
1528,occurred,17
1529,weekend,17
1530,alleyway,17
1531,fighting,17
1532,reminded,17
1533,favorite,17
1534,clenched,17
1535,clearing,17
1536,climbed,17
1537,fang,17
1538,ducked,17
1539,fully,17
1540,closing,17
1541,gaze,17
1542,fall,17
1543,shocked,17
1544,anywhere,17
1545,gets,17
1546,magorian,17
1547,deserted,17
1548,trunks,17
1549,showed,17
1550,locked,17
1551,gleaming,17
1552,tone,17
1553,children,17
1554,lights,17
1555,forgot,17
1556,library,17
1557,security,17
1558,nodding,17
1559,damage,17
1560,dais,17
1561,bored,17
1562,ignore,17
1563,strange,17
1564,creature,17
1565,easy,17
1566,play,17
1567,slammed,17
1568,slow,17
1569,fist,17
1570,report,17
1571,continuing,17
1572,dragged,17
1573,rookwood,17
1574,carried,17
1575,picked,17
1576,patch,17
1577,fists,17
1578,imagine,17
1579,smell,17
1580,delighted,16
1581,picking,16
1582,faint,16
1583,wanting,16
1584,sprout,16
1585,pleasure,16
1586,correct,16
1587,quills,16
1588,interrupted,16
1589,lestrange,16
1590,tail,16
1591,therefore,16
1592,learned,16
1593,student,16
1594,toilet,16
1595,brave,16
1596,fought,16
1597,whinging,16
1598,sweeping,16
1599,desperate,16
1600,echoing,16
1601,send,16
1602,brains,16
1603,talked,16
1604,broomsticks,16
1605,blimey,16
1606,briskly,16
1607,telephone,16
1608,list,16
1609,widely,16
1610,lower,16
1611,including,16
1612,luck,16
1613,educational,16
1614,ill,16
1615,ignoring,16
1616,alarmed,16
1617,insides,16
1618,ignored,16
1619,sprinted,16
1620,touched,16
1621,bang,16
1622,pomfrey,16
1623,finding,16
1624,scream,16
1625,sped,16
1626,powerful,16
1627,useful,16
1628,silly,16
1629,warrington,16
1630,knowledge,16
1631,horrified,16
1632,awake,16
1633,breathed,16
1634,horror,16
1635,smirking,16
1636,abruptly,16
1637,minerva,16
1638,visit,16
1639,eight,16
